date,race_id,source,venue,race_no,stars,umaban,mark,horse,chaku,ninki,odds,fuku,field_size,scratched
2026-08-29,202607030302,Logic,中京,2,,7,L,オーリエイト,1,1,1.4,110,12,
2026-08-29,202607030304,Logic,中京,4,,13,L,マイコンプリート,1,1,1.7,110,16,
2026-08-29,202607030304,Logic,中京,4,,16,L,ナムラヴンダー,4,3,7.8,0,16,
2026-08-29,202607030305,Logic,中京,5,,6,L,パンキー,4,5,9.3,0,13,
2026-08-29,202607030305,Logic,中京,5,,8,L,ゴールデンテティス,3,3,7.1,200,13,
2026-08-29,202607030306,Logic,中京,6,,6,L,ダノンモンテローザ,3,6,13.3,300,13,
2026-08-29,202607030306,Logic,中京,6,,11,L,アオイレーギーナ,2,5,10.3,310,13,
2026-08-29,202607030307,Logic,中京,7,,9,L,モジャーリオ,15,8,23.0,0,15,
2026-08-29,202607030307,Logic,中京,7,,10,L,ポッドロワール,5,1,2.6,0,15,
2026-08-29,202607030308,Logic,中京,8,,6,L,トライアンフパス,1,2,4.1,170,14,
2026-08-29,202607030308,Logic,中京,8,,7,L,リアライズ,11,6,13.2,0,14,
2026-08-29,202607030308,Logic,中京,8,,8,L,キャッスルレイク,4,5,11.9,0,14,
2026-08-29,202607030309,Logic,中京,9,,2,L,ブラッドムーン,7,6,15.8,0,9,
2026-08-29,202607030309,Logic,中京,9,,3,L,コンテナライン,9,9,29.5,0,9,
2026-08-29,202607030310,Logic,中京,10,,7,L,ウォーターパラディ,3,11,43.8,570,16,
2026-08-29,202607030310,Logic,中京,10,,10,L,リンゲルブルーメ,9,7,19.1,0,16,
2026-08-29,202607030311,Logic,中京,11,,4,L,リアンマヒナ,2,3,5.1,170,13,
2026-08-30,202601020401,Logic,札幌,1,,1,L,タガノシルフィー,1,3,5.2,180,14,
2026-08-30,202601020401,Logic,札幌,1,,2,L,マーゴットクリュグ,8,8,18.6,0,14,
2026-08-30,202601020402,Logic,札幌,2,,8,L,アルテクィーン,2,2,4.1,230,14,
2026-08-30,202601020403,Logic,札幌,3,,2,L,サクセスブルー,3,8,17.1,350,14,
2026-08-30,202601020403,Logic,札幌,3,,4,L,ポップアップ,1,1,3.3,170,14,
2026-08-30,202601020404,Logic,札幌,4,,12,L,カリドーラ,6,7,16.0,0,16,
2026-08-30,202601020404,Logic,札幌,4,,15,L,エイシンリーガル,3,14,52.9,1160,16,
2026-08-30,202601020406,Logic,札幌,6,,2,L,ルージュリヴィエラ,4,6,11.3,0,12,
2026-08-30,202601020406,Logic,札幌,6,,3,L,ライラックデューン,6,8,25.4,0,12,
2026-08-30,202601020407,Logic,札幌,7,,6,L,セイウンバジリスク,7,4,6.1,0,12,
2026-08-30,202601020407,Logic,札幌,7,,8,L,ワイドデコラシオン,3,1,2.5,130,12,
2026-08-30,202601020408,Logic,札幌,8,,6,L,ファンクション,3,2,3.4,130,14,
2026-08-30,202601020408,Logic,札幌,8,,9,L,メイショウホダワラ,10,6,34.4,0,14,
2026-08-30,202601020409,Logic,札幌,9,,4,L,ステラデルークス,6,4,6.5,0,11,
2026-08-30,202601020409,Logic,札幌,9,,7,L,イサギ,10,6,13.2,0,11,
2026-08-30,202601020409,Logic,札幌,9,,8,L,サマーナイト,1,3,4.5,150,11,
2026-08-30,202601020410,Logic,札幌,10,,14,L,ホウオウブースター,12,13,43.4,0,16,
2026-08-30,202601020411,Logic,札幌,11,,4,L,エフォートレス,3,5,8.5,240,14,
2026-08-30,202601020411,Logic,札幌,11,,5,L,リゾートアイランド,4,10,21.2,0,14,
2026-08-30,202601020411,Logic,札幌,11,,8,L,トラペジスト,11,14,125.9,0,14,
2026-08-30,202601020412,Logic,札幌,12,,4,L,クオンタムスター,9,1,2.1,0,14,
2026-08-30,202604030403,Logic,新潟,3,,6,L,ウイニングレイ,3,4,4.5,170,8,
2026-08-30,202604030403,Logic,新潟,3,,7,L,ハンデンブレイズ,4,5,14.9,0,8,
2026-08-30,202604030405,Logic,新潟,5,,11,L,オンナキュヌヴィ,3,2,5.0,200,18,
2026-08-30,202604030405,Logic,新潟,5,,13,L,ウインテラジーナ,8,3,5.6,0,18,
2026-08-30,202604030407,Logic,新潟,7,,1,L,シャドウメテオ,1,5,9.0,220,12,
2026-08-30,202604030407,Logic,新潟,7,,3,L,チャリングクロス,7,1,3.5,0,12,
2026-08-30,202604030410,Logic,新潟,10,,10,L,サングラント,2,1,2.2,130,15,
2026-08-30,202604030411,Logic,新潟,11,,2,L,シアブリス,4,4,10.3,0,14,
2026-08-30,202604030411,Logic,新潟,11,,4,L,ナックホワイト,10,7,14.6,0,14,
2026-08-30,202607030401,Logic,中京,1,,4,L,コジアン,3,5,10.9,270,10,
2026-08-30,202607030401,Logic,中京,1,,5,L,コスモルミナ,2,4,7.5,190,10,
2026-08-30,202607030404,Logic,中京,4,,7,L,セッシュウ,1,1,1.5,110,16,
2026-08-30,202607030405,Logic,中京,5,,8,L,ビービーバザーク,5,6,14.5,0,13,
2026-08-30,202607030405,Logic,中京,5,,9,L,メイショウマドロス,8,3,5.4,0,13,
2026-08-30,202607030406,Logic,中京,6,,6,L,ビービークローサー,1,1,1.3,110,16,
2026-08-30,202607030408,Logic,中京,8,,2,L,サガルマータ,10,2,3.7,0,15,
2026-08-30,202607030408,Logic,中京,8,,3,L,ノチェセラーダ,2,5,9.7,280,15,
2026-08-30,202607030409,Logic,中京,9,,3,L,キミガスキダ,2,4,7.3,200,15,
2026-08-30,202607030409,Logic,中京,9,,6,L,タガノアルテミス,4,3,4.9,0,15,
2026-08-30,202607030409,Logic,中京,9,,10,L,アキノビューティー,1,1,2.8,150,15,
2026-08-30,202607030410,Logic,中京,10,,5,L,バークシャーシチー,7,5,7.9,0,10,
2026-08-30,202607030410,Logic,中京,10,,6,L,レッドヴァリアート,1,4,6.0,220,10,
2026-08-30,202607030411,Logic,中京,11,,5,L,バルフルール,4,7,11.7,0,18,
2026-08-30,202607030411,Logic,中京,11,,7,L,ハピネスサンライズ,3,6,11.1,340,18,
2026-08-30,202607030412,Logic,中京,12,,1,L,ヴォンドゥ,3,5,14.6,270,14,
2026-08-30,202607030412,Logic,中京,12,,3,L,アーガイルショア,4,3,12.2,0,14,
2026-08-30,202607030412,Logic,中京,12,,4,L,サヨノパララックス,5,12,152.2,0,14,
2026-09-05,202601020501,Logic,札幌,1,,5,L,ロードリバイバル,3,6,51.1,210,12,
2026-09-05,202601020501,Logic,札幌,1,,7,L,キュータンチャン,8,5,44.0,0,12,
2026-09-05,202601020502,Logic,札幌,2,,4,L,ハヤテノギンジロウ,3,6,13.4,300,11,
2026-09-05,202601020502,Logic,札幌,2,,5,L,サンシルヴァリー,4,10,64.1,0,11,
2026-09-05,202601020503,Logic,札幌,3,,9,L,ナブッコ,3,2,3.7,170,12,
2026-09-05,202601020503,Logic,札幌,3,,10,L,スマートコーラル,4,7,19.9,0,12,
2026-09-05,202601020504,Logic,札幌,4,,6,L,アズライトアスール,2,3,6.9,160,14,
2026-09-05,202601020506,Logic,札幌,6,,8,L,マンサニージャ,5,1,3.0,0,16,
2026-09-05,202601020507,Logic,札幌,7,,8,L,アドマイヤシュラ,2,1,2.8,120,12,
2026-09-05,202601020507,Logic,札幌,7,,10,L,エイカイコバチ,11,4,5.8,0,12,
2026-09-05,202601020508,Logic,札幌,8,,6,L,デリシュー,10,8,36.7,0,13,
2026-09-05,202601020508,Logic,札幌,8,,7,L,ベルアズーロ,2,1,2.3,140,13,
2026-09-05,202601020508,Logic,札幌,8,,8,L,ファンタイムギフト,6,9,40.4,0,13,
2026-09-05,202601020508,非馬,札幌,8,★,3,◯,レッドフロイデ,7,4,6.2,0,13,
2026-09-05,202601020508,非馬,札幌,8,★,6,◎,デリシュー,10,8,36.7,0,13,
2026-09-05,202601020508,非馬,札幌,8,★,7,▲,ベルアズーロ,2,1,2.3,140,13,
2026-09-05,202601020509,Logic,札幌,9,,9,L,マイネルシンベリン,3,1,3.3,170,14,
2026-09-05,202601020509,非馬,札幌,9,★★★ 勝負レース,3,◯,ディヒターリーベ,4,3,6.4,0,14,
2026-09-05,202601020509,非馬,札幌,9,★★★ 勝負レース,5,▲,メイショウテンク,5,4,7.5,0,14,
2026-09-05,202601020509,非馬,札幌,9,★★★ 勝負レース,7,◎,レイヌドプランタン,10,6,10.9,0,14,
2026-09-05,202601020510,Logic,札幌,10,,5,L,レッドスティンガー,6,1,2.0,0,16,
2026-09-05,202601020510,Logic,札幌,10,,6,L,ツルノマイハシ,4,4,7.9,0,16,
2026-09-05,202601020510,非馬,札幌,10,★,5,◎,レッドスティンガー,6,1,2.0,0,16,
2026-09-05,202601020510,非馬,札幌,10,★,6,☆,ツルノマイハシ,4,4,7.9,0,16,
2026-09-05,202601020510,非馬,札幌,10,★,9,◯,スムースベルベット,13,8,21.4,0,16,
2026-09-05,202601020510,非馬,札幌,10,★,11,☆,ビービーエフォート,3,3,7.6,220,16,
2026-09-05,202601020510,非馬,札幌,10,★,14,▲,ファビュラススター,1,2,7.1,320,16,
2026-09-05,202601020511,非馬,札幌,11,WIN5対象／札幌2歳S／◎のみ,2,◎,ショウナンガレオン,1,1,1.1,100,9,
2026-09-05,202601020512,Logic,札幌,12,,8,L,ジーティーアリア,3,3,5.0,200,13,
2026-09-05,202601020512,Logic,札幌,12,,9,L,ローゾフィア,1,4,9.6,270,13,
2026-09-05,202601020512,Logic,札幌,12,,11,L,リュミナーズ,4,7,26.4,0,13,
2026-09-05,202606040102,Logic,中山,2,,3,L,フクオトコ,5,5,12.9,0,16,
2026-09-05,202606040103,Logic,中山,3,,9,L,ユイノキャッツアイ,3,1,2.1,120,10,
2026-09-05,202606040104,Logic,中山,4,,5,L,コウサイリクリ,3,3,7.5,450,11,
2026-09-05,202606040104,Logic,中山,4,,6,L,ロジグローリー,8,5,20.5,0,11,
2026-09-05,202606040104,Logic,中山,4,,8,L,ソウカイウォーリア,2,4,9.6,530,11,
2026-09-05,202606040107,Logic,中山,7,,15,L,ホウオウファミリー,2,1,2.9,180,16,
2026-09-05,202606040108,Logic,中山,8,,2,L,ローズブーケ,5,4,6.5,0,16,
2026-09-05,202606040108,Logic,中山,8,,6,L,カンレイスター,2,1,3.6,150,16,
2026-09-05,202606040108,非馬,中山,8,★★★ 勝負レース／◎のみ・単勝一本釣り示唆,15,◎,ベアアッコチャン,7,2,4.5,0,16,
2026-09-05,202606040109,Logic,中山,9,,12,L,ゴディアーモ,10,2,3.5,0,15,
2026-09-05,202606040109,Logic,中山,9,,15,L,コーディアリー,12,12,104.5,0,15,
2026-09-05,202606040109,非馬,中山,9,★,2,▲,ショウナンダイン,3,4,11.8,360,15,
2026-09-05,202606040109,非馬,中山,9,★,3,◎,アレクレア,5,8,38.8,0,15,
2026-09-05,202606040109,非馬,中山,9,★,8,☆,ルンベーラ,4,6,16.7,0,15,
2026-09-05,202606040109,非馬,中山,9,★,12,◯,ゴディアーモ,10,2,3.5,0,15,
2026-09-05,202606040109,非馬,中山,9,★,14,☆,ペプチドドリーム,15,1,3.0,0,15,
2026-09-05,202606040110,非馬,中山,10,★,3,▲,サクセスカラー,6,6,14.7,0,13,
2026-09-05,202606040110,非馬,中山,10,★,5,◯,インプロペリア,2,1,1.5,110,13,
2026-09-05,202606040110,非馬,中山,10,★,8,◎,ドリーミングアップ,3,2,5.6,130,13,
2026-09-05,202606040110,非馬,中山,10,★,11,☆,タナスーペルノーバ,7,3,8.6,0,13,
2026-09-05,202606040111,非馬,中山,11,★,2,▲,ミナデオロ,9,6,11.5,0,16,
2026-09-05,202606040111,非馬,中山,11,★,4,◯,フォルテアンジェロ,6,1,4.7,0,16,
2026-09-05,202606040111,非馬,中山,11,★,8,☆,ピコローズ,1,10,19.6,480,16,
2026-09-05,202606040111,非馬,中山,11,★,9,◎,レザベーション,11,2,5.8,0,16,
2026-09-05,202606040111,非馬,中山,11,★,10,△,ヴァルキリーバース,16,3,6.2,0,16,
2026-09-05,202606040112,Logic,中山,12,,12,L,ショウナンタハティ,1,4,5.0,180,14,
2026-09-05,202606040112,Logic,中山,12,,13,L,マイネルブリオン,9,7,51.0,0,14,
2026-09-05,202606040112,Logic,中山,12,,14,L,トモジャシーマ,3,3,4.7,180,14,
2026-09-05,202609040101,Logic,阪神,1,,7,L,ガヤーズランボー,8,4,7.7,0,11,
2026-09-05,202609040101,Logic,阪神,1,,8,L,スクワミッシュ,5,2,3.1,0,11,
2026-09-05,202609040102,Logic,阪神,2,,2,L,ティフォシ,1,2,2.2,110,5,
2026-09-05,202609040103,Logic,阪神,3,,1,L,レッドフレーザー,1,2,3.5,140,13,
2026-09-05,202609040103,Logic,阪神,3,,4,L,ジャスティンゴッホ,9,5,9.5,0,13,
2026-09-05,202609040104,Logic,阪神,4,,6,L,メイショウプレマ,5,3,9.7,0,18,
2026-09-05,202609040107,Logic,阪神,7,,12,L,エコロヴァイス,14,12,99.5,0,16,
2026-09-05,202609040107,Logic,阪神,7,,14,L,マーゴットミスト,1,4,8.1,260,16,
2026-09-05,202609040108,Logic,阪神,8,,1,L,キッコベッロ,6,1,2.0,0,9,
2026-09-05,202609040108,Logic,阪神,8,,3,L,サンダーバード,5,3,5.7,0,9,
2026-09-05,202609040109,Logic,阪神,9,,6,L,システマソラー,3,1,1.7,110,11,
2026-09-05,202609040110,Logic,阪神,10,,6,L,レディーミコノス,2,3,10.7,1230,7,
2026-09-05,202609040110,Logic,阪神,10,,7,L,サウンドムーブ,3,1,1.2,0,7,
2026-09-05,202609040110,非馬,阪神,10,WIN5対象／西宮S／スキ限定3連単1点 7→1→3,1,◯,オールセインツ,6,4,13.6,0,7,
2026-09-05,202609040110,非馬,阪神,10,WIN5対象／西宮S／スキ限定3連単1点 7→1→3,3,▲,コルレオニス,1,2,7.0,800,7,
2026-09-05,202609040110,非馬,阪神,10,WIN5対象／西宮S／スキ限定3連単1点 7→1→3,7,◎,サウンドムーブ,3,1,1.2,0,7,
2026-09-05,202609040111,非馬,阪神,11,★★★ 勝負レース／WIN5対象／エニフS,2,☆,ノーブルロジャー,2,4,6.8,230,12,
2026-09-05,202609040111,非馬,阪神,11,★★★ 勝負レース／WIN5対象／エニフS,8,▲,トリリオンボーイ,6,9,21.4,0,12,
2026-09-05,202609040111,非馬,阪神,11,★★★ 勝負レース／WIN5対象／エニフS,10,◎,ルークススペイ,4,1,4.2,0,12,
2026-09-05,202609040111,非馬,阪神,11,★★★ 勝負レース／WIN5対象／エニフS,11,◯,リジル,7,3,5.8,0,12,
2026-09-06,202601020601,Logic,札幌,1,,6,L,ウォータースパウト,3,3,5.6,210,13,
2026-09-06,202601020601,Logic,札幌,1,,8,L,クリコイーコ,5,8,17.3,0,13,
2026-09-06,202601020602,Logic,札幌,2,,1,L,マイネルリコルディ,1,4,7.5,160,10,
2026-09-06,202601020602,Logic,札幌,2,,2,L,ロゼプレミア,2,1,3.0,120,10,
2026-09-06,202601020603,Logic,札幌,3,,6,L,ツクバヴァンガード,4,7,18.6,0,14,
2026-09-06,202601020603,Logic,札幌,3,,8,L,マコトアディントン,2,4,6.9,210,14,
2026-09-06,202601020604,Logic,札幌,4,,11,L,スピットブレイク,13,12,60.5,0,16,
2026-09-06,202601020604,Logic,札幌,4,,14,L,ルージュフィーリア,2,1,3.9,150,16,
2026-09-06,202601020604,Logic,札幌,4,,16,L,メメボス,14,11,46.3,0,16,
2026-09-06,202601020605,Logic,札幌,5,,10,L,,,,,0,15,
2026-09-06,202601020605,Logic,札幌,5,,16,L,インテンスゲイズ,6,4,9.7,0,15,
2026-09-06,202601020606,Logic,札幌,6,,5,L,パドゼフィール,5,10,20.5,0,12,
2026-09-06,202601020607,Logic,札幌,7,,12,L,ウィングブルー,1,1,2.7,140,16,
2026-09-06,202601020608,Logic,札幌,8,,2,L,コスモキャバリエ,2,8,27.7,500,14,
2026-09-06,202601020608,Logic,札幌,8,,3,L,シュガービスケッツ,6,4,11.3,0,14,
2026-09-06,202601020608,Logic,札幌,8,,5,L,グロリアスマーチ,3,5,13.3,310,14,
2026-09-06,202601020609,Logic,札幌,9,,10,L,エスシービクトリア,1,1,1.9,120,14,
2026-09-06,202601020609,非馬,札幌,9,★★ 準勝負レース／WIN5対象,3,☆,ライフゲート,5,2,4.3,0,14,
2026-09-06,202601020609,非馬,札幌,9,★★ 準勝負レース／WIN5対象,4,▲,リメンバーヒム,4,6,13.9,0,14,
2026-09-06,202601020609,非馬,札幌,9,★★ 準勝負レース／WIN5対象,8,◎,コスモオピニオン,12,10,56.9,0,14,
2026-09-06,202601020609,非馬,札幌,9,★★ 準勝負レース／WIN5対象,10,☆,エスシービクトリア,1,1,1.9,120,14,
2026-09-06,202601020609,非馬,札幌,9,★★ 準勝負レース／WIN5対象,11,☆,スターオブロンドン,9,7,27.8,0,14,
2026-09-06,202601020609,非馬,札幌,9,★★ 準勝負レース／WIN5対象,12,◯,アラナコア,2,3,7.1,180,14,
2026-09-06,202601020611,Logic,札幌,11,,6,L,シュトルーヴェ,9,9,17.5,0,14,
2026-09-06,202601020611,Logic,札幌,11,,8,L,グランドカリナン,3,14,39.2,1050,14,
2026-09-06,202601020611,Logic,札幌,11,,13,L,ホールネス,7,3,6.3,0,14,
2026-09-06,202601020611,非馬,札幌,11,★★★ 勝負レース／丹頂S／見解追記中,1,◯,レクスノヴァス,10,1,4.6,0,14,
2026-09-06,202601020611,非馬,札幌,11,★★★ 勝負レース／丹頂S／見解追記中,6,◎,シュトルーヴェ,9,9,17.5,0,14,
2026-09-06,202601020611,非馬,札幌,11,★★★ 勝負レース／丹頂S／見解追記中,8,▲,グランドカリナン,3,14,39.2,1050,14,
2026-09-06,202601020611,非馬,札幌,11,★★★ 勝負レース／丹頂S／見解追記中,11,△,ブレイヴロッカー,13,13,24.3,0,14,
2026-09-06,202601020612,Logic,札幌,12,,5,L,グレイスフルマーチ,3,1,2.9,120,12,
2026-09-06,202601020612,非馬,札幌,12,★★★ 勝負レース／見解追記中,1,☆,エチゴドラゴン,4,4,6.7,0,12,
2026-09-06,202601020612,非馬,札幌,12,★★★ 勝負レース／見解追記中,5,◯,グレイスフルマーチ,3,1,2.9,120,12,
2026-09-06,202601020612,非馬,札幌,12,★★★ 勝負レース／見解追記中,7,☆,ファイアリービート,10,7,14.7,0,12,
2026-09-06,202601020612,非馬,札幌,12,★★★ 勝負レース／見解追記中,11,◎,ホウオウバローロ,6,3,6.4,0,12,
2026-09-06,202606040202,Logic,中山,2,,1,L,アルデラッシュ,2,1,2.1,120,14,
2026-09-06,202606040203,Logic,中山,3,,4,L,トルネードアイル,1,1,2.0,110,15,
2026-09-06,202606040204,Logic,中山,4,,15,L,ロジザボード,1,7,28.1,460,16,
2026-09-06,202606040207,Logic,中山,7,,8,L,ブラッキッシュ,5,1,1.5,0,18,
2026-09-06,202606040207,Logic,中山,7,,15,L,ワイズファミリア,8,5,14.7,0,18,
2026-09-06,202606040207,Logic,中山,7,,16,L,ブリックアブラック,6,11,51.8,0,18,
2026-09-06,202606040208,Logic,中山,8,,1,L,ジーティーブラック,6,4,8.6,0,16,
2026-09-06,202606040208,Logic,中山,8,,2,L,ノーウェアマン,8,5,8.9,0,16,
2026-09-06,202606040208,非馬,中山,8,★,1,☆,ジーティーブラック,6,4,8.6,0,16,
2026-09-06,202606040208,非馬,中山,8,★,2,☆,ノーウェアマン,8,5,8.9,0,16,
2026-09-06,202606040208,非馬,中山,8,★,6,☆,タケルムサシ,5,7,14.3,0,16,
2026-09-06,202606040208,非馬,中山,8,★,14,◯,ラヴアンドライク,4,2,5.2,0,16,
2026-09-06,202606040208,非馬,中山,8,★,16,◎,メディチパワー,1,3,6.7,230,16,
2026-09-06,202606040209,Logic,中山,9,,6,L,アスタールフナ,1,2,4.6,210,16,
2026-09-06,202606040209,非馬,中山,9,★★★ 勝負レース／見解追記中,4,◯,ホウオウプレミア,5,8,18.2,0,16,
2026-09-06,202606040209,非馬,中山,9,★★★ 勝負レース／見解追記中,13,▲,キタノライブリー,9,9,24.8,0,16,
2026-09-06,202606040209,非馬,中山,9,★★★ 勝負レース／見解追記中,14,◎,イノキ,10,7,16.0,0,16,
2026-09-06,202606040210,Logic,中山,10,,8,L,カーヌスティ,2,1,2.7,130,9,
2026-09-06,202606040210,Logic,中山,10,,9,L,ポッドロワール,4,4,8.5,0,9,
2026-09-06,202606040210,非馬,中山,10,★／WIN5対象／セプテンバーS,5,▲,フクチャンショウ,9,3,5.2,0,9,
2026-09-06,202606040210,非馬,中山,10,★／WIN5対象／セプテンバーS,6,◎,パクスロマーナ,1,2,3.8,160,9,
2026-09-06,202606040210,非馬,中山,10,★／WIN5対象／セプテンバーS,8,◯,カーヌスティ,2,1,2.7,130,9,
2026-09-06,202606040211,非馬,中山,11,★★★ 勝負レース／WIN5対象／G2紫苑S／見解追記中,2,▲,サムシングスイート,2,4,7.2,200,11,
2026-09-06,202606040211,非馬,中山,11,★★★ 勝負レース／WIN5対象／G2紫苑S／見解追記中,5,◎,ファムクラジューズ,8,8,20.0,0,11,
2026-09-06,202606040211,非馬,中山,11,★★★ 勝負レース／WIN5対象／G2紫苑S／見解追記中,6,◯,アストリル,4,5,8.9,0,11,
2026-09-06,202606040212,Logic,中山,12,,6,L,ホウオウショコラ,8,3,6.2,0,16,
2026-09-06,202606040212,Logic,中山,12,,7,L,カシオペア,2,5,9.1,270,16,
2026-09-06,202606040212,Logic,中山,12,,15,L,クラディスティーナ,11,13,76.3,0,16,
2026-09-06,202609040201,Logic,阪神,1,,3,L,ニクスルーナ,2,2,3.5,160,10,
2026-09-06,202609040202,Logic,阪神,2,,8,L,ナムラロダン,3,1,3.6,160,16,
2026-09-06,202609040202,Logic,阪神,2,,9,L,エバイダンス,12,7,14.3,0,16,
2026-09-06,202609040203,Logic,阪神,3,,5,L,ジーティーピカソ,5,3,5.9,0,15,
2026-09-06,202609040203,Logic,阪神,3,,6,L,ニシノエビガタメ,2,6,14.8,290,15,
2026-09-06,202609040204,Logic,阪神,4,,3,L,ティタノマキア,1,1,1.9,110,15,
2026-09-06,202609040204,Logic,阪神,4,,4,L,パンキー,7,3,6.5,0,15,
2026-09-06,202609040206,Logic,阪神,6,,9,L,シュネルアンジュ,5,1,1.4,0,12,
2026-09-06,202609040206,非馬,阪神,6,★★★ 勝負レース,5,☆,インマイポケット,11,3,14.6,0,12,
2026-09-06,202609040206,非馬,阪神,6,★★★ 勝負レース,6,☆,ガールズデイアウト,2,2,7.4,390,12,
2026-09-06,202609040206,非馬,阪神,6,★★★ 勝負レース,7,☆,マクノス,1,8,20.9,850,12,
2026-09-06,202609040206,非馬,阪神,6,★★★ 勝負レース,9,◯,シュネルアンジュ,5,1,1.4,0,12,
2026-09-06,202609040206,非馬,阪神,6,★★★ 勝負レース,10,◎,ザラタン,8,5,16.0,0,12,
2026-09-06,202609040207,Logic,阪神,7,,3,L,マゲバスピード,12,2,3.3,0,14,
2026-09-06,202609040208,Logic,阪神,8,,6,L,バルセシート,5,1,1.4,0,7,
2026-09-06,202609040209,Logic,阪神,9,,4,L,ロードヴェリタス,9,7,23.3,0,16,
2026-09-06,202609040209,Logic,阪神,9,,6,L,アスクチャンスマン,10,3,4.6,0,16,
2026-09-06,202609040210,非馬,阪神,10,★／WIN5対象／オークランドTRT,5,◯,テーオーグレーザー,6,1,1.9,0,13,
2026-09-06,202609040210,非馬,阪神,10,★／WIN5対象／オークランドTRT,8,◎,エムズマインド,8,7,27.8,0,13,
2026-09-06,202609040210,非馬,阪神,10,★／WIN5対象／オークランドTRT,9,☆,メイショウヤーキス,5,4,9.0,0,13,
2026-09-06,202609040210,非馬,阪神,10,★／WIN5対象／オークランドTRT,10,▲,ウルスクローム,2,2,4.8,170,13,
2026-09-06,202609040211,非馬,阪神,11,★／WIN5対象／G2セントウルS／◎はスキ限定,3,▲,フリッカージャブ,1,1,2.8,130,16,
2026-09-06,202609040211,非馬,阪神,11,★／WIN5対象／G2セントウルS／◎はスキ限定,8,◎,ファストネットワーク,15,3,4.7,0,16,
2026-09-06,202609040211,非馬,阪神,11,★／WIN5対象／G2セントウルS／◎はスキ限定,9,◯,ピューロマジック,2,2,4.6,170,16,
2026-09-06,202609040211,非馬,阪神,11,★／WIN5対象／G2セントウルS／◎はスキ限定,12,☆,レッドモンレーヴ,16,7,24.1,0,16,
2026-09-06,202609040212,非馬,阪神,12,★,4,◯,ザックザク,6,2,4.8,0,16,
2026-09-06,202609040212,非馬,阪神,12,★,6,◎,ダイシンリンク,4,6,14.8,0,16,
2026-09-12,202606040301,Logic,中山,1,,2,L,ソラニワラエバ,6,1,2.8,0,12,
2026-09-12,202606040301,Logic,中山,1,,7,L,グラスクラージュ,8,7,20.9,0,12,
2026-09-12,202606040302,Logic,中山,2,,9,L,ヨドノプレミアム,5,1,3.3,0,12,
2026-09-12,202606040302,Logic,中山,2,,11,L,スピカテソーロ,6,5,6.6,0,12,
2026-09-12,202606040303,Logic,中山,3,,5,L,ツクバヴァンガード,5,4,6.5,0,16,
2026-09-12,202606040303,Logic,中山,3,,8,L,ハングローズ,3,2,4.8,160,16,
2026-09-12,202606040304,Logic,中山,4,,10,L,ジェイエルグリーン,3,8,19.8,600,18,
2026-09-12,202606040304,Logic,中山,4,,15,L,イーガービーバー,17,11,32.3,0,18,
2026-09-12,202606040307,Logic,中山,7,,14,L,カシマライフウ,1,1,2.3,160,16,
2026-09-12,202606040308,Logic,中山,8,,5,L,ヤマニンヘルシェ,1,2,4.8,220,14,
2026-09-12,202606040308,非馬,中山,8,★,4,◎,ペネトレイトゴー,8,7,17.7,0,14,
2026-09-12,202606040308,非馬,中山,8,★,7,▲,ウインターブレス,9,8,21.9,0,14,
2026-09-12,202606040308,非馬,中山,8,★,8,◯,マイネルアウルム,6,3,4.9,0,14,
2026-09-12,202606040309,Logic,中山,9,,8,L,ミーントゥビー,7,6,15.3,0,14,
2026-09-12,202606040309,Logic,中山,9,,9,L,イブニングタイド,10,10,51.0,0,14,
2026-09-12,202606040309,非馬,中山,9,★★★ 勝負レース／見解追記中,10,◎,ルナルーチェット,3,3,7.3,170,14,
2026-09-12,202606040309,非馬,中山,9,★★★ 勝負レース／見解追記中,12,◯,シャンソンドール,2,1,2.7,120,14,
2026-09-12,202606040309,非馬,中山,9,★★★ 勝負レース／見解追記中,13,▲,キスアンドクライ,8,4,9.9,0,14,
2026-09-12,202606040310,Logic,中山,10,,8,L,ショウナンサムデイ,6,4,6.3,0,11,
2026-09-12,202606040310,非馬,中山,10,★★★ 勝負レース／WIN5対象／レインボーS／見解追記中,1,◯,デルアヴァー,7,1,4.6,0,11,
2026-09-12,202606040310,非馬,中山,10,★★★ 勝負レース／WIN5対象／レインボーS／見解追記中,2,◎,マイネルブリックス,2,7,12.6,490,11,
2026-09-12,202606040310,非馬,中山,10,★★★ 勝負レース／WIN5対象／レインボーS／見解追記中,8,▲,ショウナンサムデイ,6,4,6.3,0,11,
2026-09-12,202606040311,非馬,中山,11,★★★ 勝負レース／WIN5対象／ラジオ日本賞／見解追記中,4,◎,モンドプリューム,,,,0,16,1
2026-09-12,202606040311,非馬,中山,11,★★★ 勝負レース／WIN5対象／ラジオ日本賞／見解追記中,5,◯,ジョーローリット,2,4,7.1,220,16,
2026-09-12,202606040311,非馬,中山,11,★★★ 勝負レース／WIN5対象／ラジオ日本賞／見解追記中,6,▲,ムーヴ,11,8,22.0,0,16,
2026-09-12,202606040312,非馬,中山,12,★★★ 勝負レース／見解追記中,3,◎,ナリノシャーウッド,15,6,15.6,0,16,
2026-09-12,202606040312,非馬,中山,12,★★★ 勝負レース／見解追記中,12,◯,ユアフェリシティ,2,1,2.4,150,16,
2026-09-12,202606040312,非馬,中山,12,★★★ 勝負レース／見解追記中,14,☆,ヨドノタイヨウ,10,2,3.4,0,16,
